DAYOFWEEK,DNG,SHIFT,eff_start,eff_end,JOBS,LOCATION,SUBJOB,REGHRS,OTHRS,REGRATE,OTRATE,DIFFERENTIAL,DIFFERENTIAL_CLASS,YEAR,SAMPLE_SIZE,CONFIDENCE
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",REACHSTACKER,CENTENNIAL,,7.5,0.0,90.14,135.21,0.65,CLASS_3,4,29,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",REACHSTACKER,CENTENNIAL,,7.5,0.0,92.67,139.0,0.65,CLASS_3,4,29,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",REACHSTACKER,CENTENNIAL,,7.5,0.0,92.67,139.0,0.65,CLASS_3,4,29,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,78.8,118.2,0.0,BASE,1,29,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,81.02,121.53,0.0,BASE,1,29,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,81.02,121.53,0.0,BASE,1,29,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,82.73,124.09,0.0,BASE,2,29,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,85.07,127.6,0.0,BASE,2,29,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,85.07,127.6,0.0,BASE,2,29,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,86.05,129.07,0.0,BASE,3,29,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,88.48,132.72,0.0,BASE,3,29,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,88.48,132.72,0.0,BASE,3,29,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,89.49,134.23,0.0,BASE,4,29,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,92.02,138.03,0.0,BASE,4,29,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),PORT MOODY,,6.5,0.5,92.02,138.03,0.0,BASE,4,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,63.8,95.7,0.0,BASE,1,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,81.02,121.53,0.0,BASE,1,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,81.02,121.53,0.0,BASE,1,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,66.98,100.47,0.0,BASE,2,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,85.07,127.6,0.0,BASE,2,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,85.07,127.6,0.0,BASE,2,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,69.67,104.5,0.0,BASE,3,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,88.48,132.72,0.0,BASE,3,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,88.48,132.72,0.0,BASE,3,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,72.45,108.68,0.0,BASE,4,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,92.02,138.03,0.0,BASE,4,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),PORT MOODY,,8.0,0.5,92.02,138.03,0.0,BASE,4,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,51.64,77.46,1.0,CLASS_2,1,29,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,65.82,98.73,1.0,CLASS_2,1,29,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,82.02,123.03,1.0,CLASS_2,1,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,54.17,81.25,1.0,CLASS_2,2,29,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,69.06,103.59,1.0,CLASS_2,2,29,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,86.07,129.1,1.0,CLASS_2,2,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,56.3,84.45,1.0,CLASS_2,3,29,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,71.78,107.67,1.0,CLASS_2,3,29,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,89.48,134.22,1.0,CLASS_2,3,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,58.51,87.77,1.0,CLASS_2,4,29,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,74.61,111.91,1.0,CLASS_2,4,29,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",SHIP GANTRY,LYNNTERM,,8.0,1.0,93.02,139.53,1.0,CLASS_2,4,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,51.64,77.46,1.0,CLASS_2,1,29,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,65.82,98.73,1.0,CLASS_2,1,29,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,82.02,123.03,1.0,CLASS_2,1,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,54.17,81.25,1.0,CLASS_2,2,29,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,69.06,103.59,1.0,CLASS_2,2,29,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,86.07,129.1,1.0,CLASS_2,2,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,56.3,84.45,1.0,CLASS_2,3,29,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,71.78,107.67,1.0,CLASS_2,3,29,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,89.48,134.22,1.0,CLASS_2,3,29,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,58.51,87.77,1.0,CLASS_2,4,29,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,74.61,111.91,1.0,CLASS_2,4,29,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,WATERFRONT TRAIN. CNTR,DOCK (FA),8.0,0.0,93.02,139.53,1.0,CLASS_2,4,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,64.95,97.43,1.15,WHEAT,1,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,82.17,123.25,1.15,WHEAT,1,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,82.17,123.25,1.15,WHEAT,1,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,68.13,102.19,1.15,WHEAT,2,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,86.22,129.33,1.15,WHEAT,2,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,86.22,129.33,1.15,WHEAT,2,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,70.82,106.23,1.15,WHEAT,3,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,89.63,134.44,1.15,WHEAT,3,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,89.63,134.44,1.15,WHEAT,3,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,73.6,110.4,1.15,WHEAT,4,29,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,93.17,139.75,1.15,WHEAT,4,29,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,CASCADIA,,8.0,0.5,93.17,139.75,1.15,WHEAT,4,29,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,63.8,95.7,0.0,BASE,1,28,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,81.02,121.53,0.0,BASE,1,28,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,81.02,121.53,0.0,BASE,1,28,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,66.98,100.47,0.0,BASE,2,28,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,85.07,127.6,0.0,BASE,2,28,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,85.07,127.6,0.0,BASE,2,28,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,69.67,104.5,0.0,BASE,3,28,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,88.48,132.72,0.0,BASE,3,28,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,88.48,132.72,0.0,BASE,3,28,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,72.45,108.68,0.0,BASE,4,28,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,92.02,138.03,0.0,BASE,4,28,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,VANTERM,,8.0,0.0,92.02,138.03,0.0,BASE,4,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,FIBRECO,,8.0,0.0,50.64,75.96,0.0,BASE,1,28,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,FIBRECO,,8.0,0.0,64.82,97.23,0.0,BASE,1,28,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,FIBRECO,,8.0,0.0,81.02,121.53,0.0,BASE,1,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,FIBRECO,,8.0,0.0,53.17,79.75,0.0,BASE,2,28,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,FIBRECO,,8.0,0.0,68.06,102.09,0.0,BASE,2,28,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,FIBRECO,,8.0,0.0,85.07,127.6,0.0,BASE,2,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,FIBRECO,,8.0,0.0,55.3,82.95,0.0,BASE,3,28,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,FIBRECO,,8.0,0.0,70.78,106.17,0.0,BASE,3,28,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,FIBRECO,,8.0,0.0,88.48,132.72,0.0,BASE,3,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,FIBRECO,,8.0,0.0,57.51,86.27,0.0,BASE,4,28,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,FIBRECO,,8.0,0.0,73.61,110.41,0.0,BASE,4,28,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,FIBRECO,,8.0,0.0,92.02,138.03,0.0,BASE,4,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,50.64,75.96,0.0,BASE,1,28,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,64.82,97.23,0.0,BASE,1,28,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,81.02,121.53,0.0,BASE,1,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,53.17,79.75,0.0,BASE,2,28,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,68.06,102.09,0.0,BASE,2,28,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,85.07,127.6,0.0,BASE,2,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,55.3,82.95,0.0,BASE,3,28,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,70.78,106.17,0.0,BASE,3,28,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,88.48,132.72,0.0,BASE,3,28,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,57.51,86.27,0.0,BASE,4,28,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,73.61,110.41,0.0,BASE,4,28,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HEAD CHECKER,CENTENNIAL,PENTHOUSE (HC),8.0,2.0,92.02,138.03,0.0,BASE,4,28,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,79.3,118.95,0.5,CLASS_4,1,27,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,81.52,122.28,0.5,CLASS_4,1,27,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,81.52,122.28,0.5,CLASS_4,1,27,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,83.23,124.84,0.5,CLASS_4,2,27,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,85.57,128.35,0.5,CLASS_4,2,27,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,85.57,128.35,0.5,CLASS_4,2,27,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,86.55,129.82,0.5,CLASS_4,3,27,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,88.98,133.47,0.5,CLASS_4,3,27,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,88.98,133.47,0.5,CLASS_4,3,27,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,89.99,134.98,0.5,CLASS_4,4,27,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,92.52,138.78,0.5,CLASS_4,4,27,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,VANTERM,,6.5,0.5,92.52,138.78,0.5,CLASS_4,4,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,50.64,75.96,0.0,BASE,1,27,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,64.82,97.23,0.0,BASE,1,27,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,81.02,121.53,0.0,BASE,1,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,53.17,79.75,0.0,BASE,2,27,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,68.06,102.09,0.0,BASE,2,27,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,85.07,127.6,0.0,BASE,2,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,55.3,82.95,0.0,BASE,3,27,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,70.78,106.17,0.0,BASE,3,27,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,88.48,132.72,0.0,BASE,3,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,57.51,86.27,0.0,BASE,4,27,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,73.61,110.41,0.0,BASE,4,27,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRAINING,CANADA PLACE,,8.0,1.25,92.02,138.03,0.0,BASE,4,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,50.64,75.96,0.0,BASE,1,27,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,64.82,97.23,0.0,BASE,1,27,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,81.02,121.53,0.0,BASE,1,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,53.17,79.75,0.0,BASE,2,27,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,68.06,102.09,0.0,BASE,2,27,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,85.07,127.6,0.0,BASE,2,27,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CENTENNIAL,SPARE (LAB),8.0,1.0,55.3,82.95,0.0,BASE,3,27,HIGH
