DAYOFWEEK,DNG,SHIFT,eff_start,eff_end,JOBS,LOCATION,SUBJOB,REGHRS,OTHRS,REGRATE,OTRATE,DIFFERENTIAL,DIFFERENTIAL_CLASS,YEAR,SAMPLE_SIZE,CONFIDENCE
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",BULK OPERATOR,FIBRECO,,6.5,0.0,89.49,134.23,0.0,BASE,4,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",BULK OPERATOR,FIBRECO,,6.5,0.0,92.02,138.03,0.0,BASE,4,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",BULK OPERATOR,FIBRECO,,6.5,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,79.8,119.7,1.0,CLASS_2,1,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,82.02,123.03,1.0,CLASS_2,1,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,82.02,123.03,1.0,CLASS_2,1,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,83.73,125.59,1.0,CLASS_2,2,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,86.07,129.1,1.0,CLASS_2,2,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,86.07,129.1,1.0,CLASS_2,2,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,87.05,130.57,1.0,CLASS_2,3,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,89.48,134.22,1.0,CLASS_2,3,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,89.48,134.22,1.0,CLASS_2,3,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,90.49,135.73,1.0,CLASS_2,4,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,93.02,139.53,1.0,CLASS_2,4,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,VAN WHARVES,SHIP (FA),6.5,1.5,93.02,139.53,1.0,CLASS_2,4,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,78.8,118.2,0.0,BASE,1,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,81.02,121.53,0.0,BASE,1,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,82.73,124.09,0.0,BASE,2,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,85.07,127.6,0.0,BASE,2,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,85.07,127.6,0.0,BASE,2,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,86.05,129.07,0.0,BASE,3,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,88.48,132.72,0.0,BASE,3,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,88.48,132.72,0.0,BASE,3,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,89.49,134.23,0.0,BASE,4,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,92.02,138.03,0.0,BASE,4,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",DOCK CHECKER,LYNNTERM,,6.5,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,64.8,97.2,1.0,CLASS_2,1,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,82.02,123.03,1.0,CLASS_2,1,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,82.02,123.03,1.0,CLASS_2,1,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,67.98,101.97,1.0,CLASS_2,2,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,86.07,129.1,1.0,CLASS_2,2,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,86.07,129.1,1.0,CLASS_2,2,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,70.67,106.0,1.0,CLASS_2,3,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,89.48,134.22,1.0,CLASS_2,3,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,89.48,134.22,1.0,CLASS_2,3,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,73.45,110.18,1.0,CLASS_2,4,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,93.02,139.53,1.0,CLASS_2,4,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,FRASER SURREY,DOCK (FA),8.5,0.5,93.02,139.53,1.0,CLASS_2,4,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,50.64,75.96,0.0,BASE,1,2,LOW
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,64.82,97.23,0.0,BASE,1,2,LOW
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,53.17,79.75,0.0,BASE,2,2,LOW
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,68.06,102.09,0.0,BASE,2,2,LOW
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,85.07,127.6,0.0,BASE,2,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,55.3,82.95,0.0,BASE,3,2,LOW
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,70.78,106.17,0.0,BASE,3,2,LOW
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,88.48,132.72,0.0,BASE,3,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,57.51,86.27,0.0,BASE,4,2,LOW
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,73.61,110.41,0.0,BASE,4,2,LOW
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CARGILL,BLANK,8.0,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,64.45,96.68,0.65,CLASS_3,1,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,67.63,101.44,0.65,CLASS_3,2,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,70.32,105.48,0.65,CLASS_3,3,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,73.1,109.65,0.65,CLASS_3,4,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FRONT END LOADER,PORT MOODY,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,63.8,95.7,0.0,BASE,1,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,81.02,121.53,0.0,BASE,1,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,66.98,100.47,0.0,BASE,2,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,85.07,127.6,0.0,BASE,2,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,85.07,127.6,0.0,BASE,2,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,69.67,104.5,0.0,BASE,3,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,88.48,132.72,0.0,BASE,3,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,88.48,132.72,0.0,BASE,3,2,LOW
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,72.45,108.68,0.0,BASE,4,2,LOW
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,92.02,138.03,0.0,BASE,4,2,LOW
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,DELTAPORT,,8.0,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,78.8,118.2,0.0,BASE,1,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,81.02,121.53,0.0,BASE,1,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,82.73,124.09,0.0,BASE,2,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,85.07,127.6,0.0,BASE,2,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,85.07,127.6,0.0,BASE,2,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,86.05,129.07,0.0,BASE,3,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,88.48,132.72,0.0,BASE,3,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,88.48,132.72,0.0,BASE,3,2,LOW
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,89.49,134.23,0.0,BASE,4,2,LOW
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,92.02,138.03,0.0,BASE,4,2,LOW
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,LYNNTERM,,6.5,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,51.14,76.71,0.5,CLASS_4,1,2,LOW
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,65.32,97.98,0.5,CLASS_4,1,2,LOW
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,81.52,122.28,0.5,CLASS_4,1,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,53.67,80.5,0.5,CLASS_4,2,2,LOW
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,68.56,102.84,0.5,CLASS_4,2,2,LOW
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,85.57,128.35,0.5,CLASS_4,2,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,55.8,83.7,0.5,CLASS_4,3,2,LOW
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,71.28,106.92,0.5,CLASS_4,3,2,LOW
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,88.98,133.47,0.5,CLASS_4,3,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,58.01,87.02,0.5,CLASS_4,4,2,LOW
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,74.11,111.16,0.5,CLASS_4,4,2,LOW
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,UNIVAR,,8.0,0.0,92.52,138.78,0.5,CLASS_4,4,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,50.64,75.96,0.0,BASE,1,2,LOW
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,64.82,97.23,0.0,BASE,1,2,LOW
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,53.17,79.75,0.0,BASE,2,2,LOW
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,68.06,102.09,0.0,BASE,2,2,LOW
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,85.07,127.6,0.0,BASE,2,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,55.3,82.95,0.0,BASE,3,2,LOW
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,70.78,106.17,0.0,BASE,3,2,LOW
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,88.48,132.72,0.0,BASE,3,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,57.51,86.27,0.0,BASE,4,2,LOW
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,73.61,110.41,0.0,BASE,4,2,LOW
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CANADA PLACE,UTILITY (LAB),8.0,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,50.64,75.96,0.0,BASE,1,2,LOW
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,64.82,97.23,0.0,BASE,1,2,LOW
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,53.17,79.75,0.0,BASE,2,2,LOW
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,68.06,102.09,0.0,BASE,2,2,LOW
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,85.07,127.6,0.0,BASE,2,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,55.3,82.95,0.0,BASE,3,2,LOW
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,70.78,106.17,0.0,BASE,3,2,LOW
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,88.48,132.72,0.0,BASE,3,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,57.51,86.27,0.0,BASE,4,2,LOW
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,73.61,110.41,0.0,BASE,4,2,LOW
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HATCH TENDER/SIGNALS,VAN WHARVES,,8.0,0.0,92.02,138.03,0.0,BASE,4,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,FRASER SURREY,,8.0,0.0,50.64,75.96,0.0,BASE,1,2,LOW
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,FRASER SURREY,,8.0,0.0,64.82,97.23,0.0,BASE,1,2,LOW
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",HATCH TENDER/SIGNALS,FRASER SURREY,,8.0,0.0,81.02,121.53,0.0,BASE,1,2,LOW
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,FRASER SURREY,,8.0,0.0,53.17,79.75,0.0,BASE,2,2,LOW
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HATCH TENDER/SIGNALS,FRASER SURREY,,8.0,0.0,68.06,102.09,0.0,BASE,2,2,LOW
